#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,2,2.52661428571,4.92344,2.71528148148,3.60180625,2.31205517241,3.91348333333,[3.2775, 3.913, 3.2775, 3.913, 1.2232, 3.2775, 3.913, 1.2232, 0.8682, 3.2775, 3.913, 1.2232, 0.8682, 1.2046],[6.8002, 3.2907, 6.8002, 3.2907, 4.4354],[1.9268, 3.2956, 7.6218, 1.6157, 4.0812, 2.0551, 1.9921, 1.6806, 1.6022, 1.9268, 3.2956, 7.6218, 1.6157, 4.0812, 2.0551, 1.9921, 1.6806, 1.6022, 3.0316, 1.4955, 1.9268, 3.2956, 7.6218, 1.6157, 4.0812, 2.0551, 1.9921, 1.6806, 1.6022, 3.0316, 1.4955, 1.9468, 2.3616, 3.8773, 0.8454, 1.9268, 3.2956, 7.6218, 1.6157, 4.0812, 2.0551, 1.9921, 1.6806, 1.6022, 3.0316, 1.4955, 1.9468, 2.3616, 3.8773, 0.8454, 1.646, 2.4015, 2.6357, 4.8141],[3.6213, 3.1126, 3.6585, 2.5605, 3.0035, 4.0663, 3.6213, 3.1126, 3.6585, 2.5605, 3.0035, 4.0663, 8.9404, 6.2026, 1.4297, 1.0108],[2.5852, 2.8786, 2.0372, 1.6973, 2.2471, 3.3492, 1.3327, 2.5852, 2.8786, 2.0372, 1.6973, 2.2471, 3.3492, 1.3327, 1.8734, 6.154, 1.2039, 2.6361, 1.2061, 2.0628, 2.5852, 2.8786, 2.0372, 1.6973, 2.2471, 3.3492, 1.3327, 1.8734, 6.154, 1.2039, 2.6361, 1.2061, 2.0628, 1.444, 1.5477, 3.2945, 1.8553, 2.5852, 2.8786, 2.0372, 1.6973, 2.2471, 3.3492, 1.3327, 1.8734, 6.154, 1.2039, 2.6361, 1.2061, 2.0628, 1.444, 1.5477, 3.2945, 1.8553, 2.4178, 2.4248, 1.9855, 1.07],[4.4579, 7.6735, 2.86, 3.7837, 3.9285, 2.4989, 2.7869, 3.9039, 4.3903, 2.9948, 4.4579, 7.6735, 2.86, 3.7837, 3.9285, 2.4989, 2.7869, 3.9039, 4.3903, 2.9948, 7.9263, 2.6746, 2.4473, 2.3186]
