#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,3,4,1.44068333333,2.91534615385,1.86474666667,3.21284615385,2.54528484848,4.50638461538,[1.4131, 1.4131, 0.9454, 1.4131, 0.9454, 2.514],[4.0206, 4.0206, 0.7033, 3.7181, 4.0206, 0.7033, 3.7181, 2.7715, 4.0206, 0.7033, 3.7181, 2.7715, 3.0099],[1.2128, 1.2128, 1.469, 2.3125, 1.8122, 1.2904, 1.2128, 1.469, 2.3125, 1.8122, 1.2904, 2.1934, 1.9073, 1.374, 5.0899],[5.4116, 4.7872, 2.3405, 3.1535, 5.4116, 4.7872, 2.3405, 3.1535, 1.6459, 3.0017, 3.0674, 5.3019, 2.5876, 2.0641, 2.15, 3.0033, 5.4116, 4.7872, 2.3405, 3.1535, 1.6459, 3.0017, 3.0674, 5.3019, 2.5876, 2.0641, 2.15, 3.0033, 2.4164, 5.1505, 3.1185, 2.8695, 5.4116, 4.7872, 2.3405, 3.1535, 1.6459, 3.0017, 3.0674, 5.3019, 2.5876, 2.0641, 2.15, 3.0033, 2.4164, 5.1505, 3.1185, 2.8695, 1.9367, 2.1396, 2.1239, 2.5211],[2.4275, 1.4689, 1.8048, 3.7409, 3.5621, 2.1244, 2.852, 2.4275, 1.4689, 1.8048, 3.7409, 3.5621, 2.1244, 2.852, 1.697, 3.5737, 1.9247, 3.1852, 2.4275, 1.4689, 1.8048, 3.7409, 3.5621, 2.1244, 2.852, 1.697, 3.5737, 1.9247, 3.1852, 1.5058, 2.8132, 2.7318, 2.2406],[3.9209, 2.0998, 2.7854, 5.0486, 3.9209, 2.0998, 2.7854, 5.0486, 3.2456, 3.2409, 6.5071, 4.4072, 3.1982, 7.8862, 6.4059, 4.7409, 3.9209, 2.0998, 2.7854, 5.0486, 3.2456, 3.2409, 6.5071, 4.4072, 3.1982, 7.8862, 6.4059, 4.7409, 7.0424, 5.775, 5.195, 3.023, 3.9209, 2.0998, 2.7854, 5.0486, 3.2456, 3.2409, 6.5071, 4.4072, 3.1982, 7.8862, 6.4059, 4.7409, 7.0424, 5.775, 5.195, 3.023, 3.4601, 1.6828, 3.2482, 9.5553]
