RUUU,2.314, 2.7868, 4.3485, 2.0956, 3.853
RRUU,3.1158, 3.7393, 4.7154, 2.949, 2.7662, 1.8568
RRRU,3.0978, 5.2786, 3.8158, 2.2558, 3.8866
UUUR,2.7562, 2.0488, 1.9183, 2.5476, 4.3504, 3.4736
UURR,4.3157, 4.5752, 1.9915, 2.784, 1.5654, 3.1081, 2.02
URRR,4.2381, 4.518, 1.8411, 3.5935, 3.7601
RURU,3.8197, 3.7744, 5.5149
URUR,2.7768, 5.029, 4.6974, 6.1643, 6.7927, 4.9404, 3.2159, 6.3976
URRU,7.1428, 4.9334, 4.7299, 6.4049
UUUU,1.9937, 2.4816, 2.4007, 2.8212, 2.0146, 1.9845, 1.3576, 1.6508, 1.4795, 2.3961, 3.0638
UP1,4.2381, 3.0978, 5.2786, 3.8158, 4.518, 2.2558, 1.8411, 3.8866, 3.5935, 3.7601
UP2,2.7768, 5.029, 4.6974, 6.1643, 3.1158, 3.8197, 6.7927, 3.7744, 3.7393, 5.5149, 4.9404, 3.2159, 7.1428, 4.3157, 4.7154, 6.3976, 4.9334, 2.949, 2.7662, 4.7299, 6.4049, 4.5752, 1.8568, 1.9915, 2.784, 1.5654, 3.1081, 2.02
UP3,2.7562, 2.314, 2.0488, 1.9183, 2.5476, 2.7868, 4.3485, 2.0956, 4.3504, 3.4736, 3.853
UP4,1.9937, 2.4816, 2.4007, 2.8212, 2.0146, 1.9845, 1.3576, 1.6508, 1.4795, 2.3961, 3.0638
SW1,1.9937, 3.1158, 3.7393, 2.314, 3.0978, 2.4816, 5.2786, 3.8158, 2.2558, 3.8866, 4.7154, 2.7868, 4.3485, 2.4007, 2.0956, 2.949, 2.8212, 2.0146, 2.7662, 3.853, 1.9845, 1.8568, 1.3576, 1.6508, 1.4795, 2.3961, 3.0638
SW2,2.7562, 4.2381, 4.518, 2.0488, 1.8411, 4.3157, 1.9183, 2.5476, 4.3504, 3.5935, 3.4736, 3.7601, 4.5752, 1.9915, 2.784, 1.5654, 3.1081, 2.02
SW3,3.8197, 3.7744, 5.5149, 7.1428, 4.9334, 4.7299, 6.4049
SW4,2.7768, 5.029, 4.6974, 6.1643, 6.7927, 4.9404, 3.2159, 6.3976
