#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,4,4.81159333333,10.5419857143,2.52409056604,2.33595441176,1.83785522388,3.89564772727,[8.8513, 8.8513, 3.6427, 8.8513, 3.6427, 2.5165, 8.8513, 3.6427, 2.5165, 1.6211, 8.8513, 3.6427, 2.5165, 1.6211, 2.5549],[9.0727, 8.0097, 9.0727, 8.0097, 23.1826, 9.0727, 8.0097, 23.1826, 3.1843, 9.0727, 8.0097, 23.1826, 3.1843, 3.3418],[2.768, 2.0473, 1.4747, 2.768, 2.0473, 1.4747, 1.4411, 1.247, 2.768, 2.0473, 1.4747, 1.4411, 1.247, 3.1107, 4.0226, 3.0497, 0.8582, 0.6555, 1.1275, 2.768, 2.0473, 1.4747, 1.4411, 1.247, 3.1107, 4.0226, 3.0497, 0.8582, 0.6555, 1.1275, 1.9542, 1.2692, 9.9459, 6.279, 2.768, 2.0473, 1.4747, 1.4411, 1.247, 3.1107, 4.0226, 3.0497, 0.8582, 0.6555, 1.1275, 1.9542, 1.2692, 9.9459, 6.279, 9.4916, 1.2942, 1.3899, 2.0295],[2.9922, 2.0571, 1.7906, 1.4186, 1.6086, 6.1513, 1.8469, 2.5558, 3.6087, 2.0491, 3.7773, 2.719, 2.9922, 2.0571, 1.7906, 1.4186, 1.6086, 6.1513, 1.8469, 2.5558, 3.6087, 2.0491, 3.7773, 2.719, 0.9519, 1.258, 0.9988, 2.9922, 2.0571, 1.7906, 1.4186, 1.6086, 6.1513, 1.8469, 2.5558, 3.6087, 2.0491, 3.7773, 2.719, 0.9519, 1.258, 0.9988, 1.2798, 1.1027, 1.9969, 2.9922, 2.0571, 1.7906, 1.4186, 1.6086, 6.1513, 1.8469, 2.5558, 3.6087, 2.0491, 3.7773, 2.719, 0.9519, 1.258, 0.9988, 1.2798, 1.1027, 1.9969, 1.6054, 1.0709, 1.1195, 2.3894, 3.974],[1.5676, 2.146, 1.5628, 1.1769, 2.2802, 1.5676, 2.146, 1.5628, 1.1769, 2.2802, 1.0471, 1.354, 1.3676, 1.473, 1.6395, 1.7061, 1.5676, 2.146, 1.5628, 1.1769, 2.2802, 1.0471, 1.354, 1.3676, 1.473, 1.6395, 1.7061, 4.6325, 2.1293, 1.5676, 2.146, 1.5628, 1.1769, 2.2802, 1.0471, 1.354, 1.3676, 1.473, 1.6395, 1.7061, 4.6325, 2.1293, 1.5263, 1.031, 2.5586, 2.5924, 1.5676, 2.146, 1.5628, 1.1769, 2.2802, 1.0471, 1.354, 1.3676, 1.473, 1.6395, 1.7061, 4.6325, 2.1293, 1.5263, 1.031, 2.5586, 2.5924, 1.4249, 5.238, 1.116, 1.6387],[1.9922, 7.3874, 3.4242, 3.0736, 1.9922, 7.3874, 3.4242, 3.0736, 3.521, 3.1863, 5.2555, 1.9617, 8.8379, 1.9922, 7.3874, 3.4242, 3.0736, 3.521, 3.1863, 5.2555, 1.9617, 8.8379, 2.8287, 2.0146, 1.5054, 6.5606, 2.8304, 1.9922, 7.3874, 3.4242, 3.0736, 3.521, 3.1863, 5.2555, 1.9617, 8.8379, 2.8287, 2.0146, 1.5054, 6.5606, 2.8304, 3.3479, 2.0722, 2.7122]
