RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
4.1242,3.41364,4.78187142857,4.83871666667,6.413525,5.67713333333,8.26151666667,7.92205,5.45175714286,2.43835384615,5.19506923077,6.55231875,4.45397692308,2.43835384615,3.472165625,5.546825,6.74856923077,7.92205,3
